transaction_id,timestamp,account_id,account_type,account_age_days,account_balance,amount,transaction_type,location,merchant_category,channel,device_type,currency,is_international,ip_address,is_fraud,fraud_type,hour,day_of_week,day_of_month,month,quarter,is_weekend,is_business_hours,amount_log,amount_category,high_risk_merchant,medium_risk_merchant
TXN_00007070,2025-12-02 15:25:22.017445,ACC_000454,PERSONAL,3504,67733.59,53.24,DEPOSIT,IL,professional_services,phone,ATM,USD,False,192.168.139.22,0,,15,1,2,12,4,0,1,3.99341864363214,micro,0,0
TXN_00001789,2025-12-02 15:31:52.017445,ACC_000089,PERSONAL,2333,44369.97,1013.58,DEPOSIT,TN,entertainment,online,DESKTOP,USD,False,192.168.231.177,0,,15,1,2,12,4,0,1,6.922230012736449,large,0,1
TXN_00005838,2025-12-02 15:54:32.017445,ACC_000160,PERSONAL,3190,90608.78,10.26,PAYMENT,NC,healthcare,mobile_app,DESKTOP,EUR,True,192.168.70.161,0,,15,1,2,12,4,0,1,2.421256622711544,micro,0,0
TXN_00006235,2025-12-02 16:07:05.017445,ACC_000460,PERSONAL,313,35568.24,20.54,DEPOSIT,VA,retail,mobile_app,DESKTOP,USD,False,192.168.250.114,0,,16,1,2,12,4,0,1,3.0699116717282426,micro,0,0
TXN_00005505,2025-12-02 16:16:52.017445,ACC_000357,BUSINESS,1118,60288.51,963.78,PAYMENT,MO,retail,mobile_app,DESKTOP,USD,False,192.168.98.40,0,,16,1,2,12,4,0,1,6.8719000960731496,medium,0,0
TXN_00003645,2025-12-02 16:20:07.017445,ACC_000400,BUSINESS,1976,25532.99,507.63,PURCHASE,FL,professional_services,atm,DESKTOP,USD,False,192.168.3.82,0,,16,1,2,12,4,0,1,6.231720836698702,medium,0,0
TXN_00001491,2025-12-02 16:22:49.017445,ACC_000229,PERSONAL,2332,87423.48,135.37,DEPOSIT,NC,restaurant,atm,DESKTOP,USD,False,192.168.79.125,0,,16,1,2,12,4,0,1,4.9153717798697425,small,0,0
TXN_00008414,2025-12-02 17:18:43.017445,ACC_000068,PERSONAL,2159,28463.06,13.85,PURCHASE,IN,entertainment,branch,POS,USD,False,192.168.15.92,0,,17,1,2,12,4,0,1,2.6979998652487085,micro,0,1
TXN_00002992,2025-12-03 01:42:15.017445,ACC_000281,PERSONAL,2519,50383.78,4110.01,TRANSFER,GA,travel,mobile_app,MOBILE,USD,False,192.168.183.244,0,,1,2,3,12,4,0,0,8.321424019393096,large,0,1
TXN_00005622,2025-12-03 02:43:27.017445,ACC_000428,PERSONAL,2120,89180.59,37.9,PURCHASE,NJ,restaurant,online,TABLET,USD,False,192.168.40.177,0,,2,2,3,12,4,0,0,3.6609942506244004,micro,0,0
TXN_00002381,2025-12-03 03:04:23.017445,ACC_000087,PERSONAL,25,2169.68,761.54,TRANSFER,NY,gambling,branch,DESKTOP,USD,False,192.168.250.51,0,,3,2,3,12,4,0,0,6.636654966122034,medium,1,0
TXN_00005755,2025-12-03 03:34:18.017445,ACC_000056,JOINT,2757,23910.51,273.86,PAYMENT,IL,restaurant,mobile_app,MOBILE,EUR,False,192.168.58.60,0,,3,2,3,12,4,0,0,5.616261877126706,small,0,0
TXN_00009612,2025-12-03 07:29:13.017445,ACC_000487,PERSONAL,1906,68827.8,145.06,TRANSFER,WA,restaurant,mobile_app,ATM,USD,True,192.168.240.71,0,,7,2,3,12,4,0,0,4.984017496191964,small,0,0
TXN_00009277,2025-12-03 09:18:35.017445,ACC_000403,PERSONAL,225,30712.13,78.79,DEPOSIT,NC,retail,mobile_app,DESKTOP,USD,False,192.168.190.220,0,,9,2,3,12,4,0,1,4.379398183320189,micro,0,0
TXN_00001934,2025-12-03 09:22:59.017445,ACC_000320,PERSONAL,367,68968.32,1148.36,TRANSFER,NC,grocery,branch,DESKTOP,EUR,False,192.168.34.158,0,,9,2,3,12,4,0,1,7.046960544702464,large,0,0
TXN_00000902,2025-12-03 10:06:16.017445,ACC_000006,JOINT,1501,25899.75,6821.67,PAYMENT,CA,healthcare,mobile_app,DESKTOP,USD,False,192.168.57.131,0,,10,2,3,12,4,0,1,8.828006169824274,xlarge,0,0
TXN_00009319,2025-12-03 10:24:57.017445,ACC_000346,PERSONAL,923,14897.15,248.6,PURCHASE,OH,travel,phone,MOBILE,EUR,False,192.168.47.207,0,,10,2,3,12,4,0,1,5.519859636495273,small,0,1
TXN_00002733,2025-12-03 10:52:47.017445,ACC_000094,BUSINESS,82,3040.65,478.74,TRANSFER,CO,grocery,online,DESKTOP,EUR,False,192.168.126.1,0,,10,2,3,12,4,0,1,6.173244290480884,small,0,0
TXN_00001272,2025-12-03 10:55:40.017445,ACC_000028,PERSONAL,1687,70855.34,64.87,PAYMENT,CA,grocery,branch,ATM,EUR,True,192.168.150.149,0,,10,2,3,12,4,0,1,4.187683102652602,micro,0,0
TXN_00005695,2025-12-03 11:11:35.017445,ACC_000330,PERSONAL,2462,23046.41,9.55,PAYMENT,IN,travel,branch,DESKTOP,USD,False,192.168.243.122,0,,11,2,3,12,4,0,1,2.3561258599220753,micro,0,1
TXN_00004991,2025-12-03 11:20:05.017445,ACC_000320,PERSONAL,367,69286.71,829.97,DEPOSIT,NC,education,online,MOBILE,GBP,False,192.168.136.126,0,,11,2,3,12,4,0,1,6.722593693120756,medium,0,0
TXN_00005679,2025-12-03 12:25:24.017445,ACC_000077,PERSONAL,2344,57925.52,134.64,TRANSFER,WI,retail,branch,TABLET,USD,False,192.168.145.32,0,,12,2,3,12,4,0,1,4.910004317257438,small,0,0
TXN_00001643,2025-12-03 12:35:54.017445,ACC_000129,BUSINESS,1051,92722.31,4032.07,PAYMENT,TX,professional_services,online,MOBILE,USD,False,192.168.146.13,1,OTHER_SUSPICIOUS,12,2,3,12,4,0,1,8.302283151529089,large,0,0
TXN_00004019,2025-12-03 12:56:39.017445,ACC_000295,PERSONAL,947,95622.99,971.98,PAYMENT,WI,grocery,atm,MOBILE,USD,False,192.168.81.26,0,,12,2,3,12,4,0,1,6.880363526990164,medium,0,0
TXN_00006523,2025-12-03 13:04:03.017445,ACC_000247,PERSONAL,1944,94546.97,122.81,DEPOSIT,IL,retail,atm,DESKTOP,USD,False,192.168.202.90,0,,13,2,3,12,4,0,1,4.8187481324326,small,0,0
TXN_00003266,2025-12-03 13:15:05.017445,ACC_000374,BUSINESS,1497,35470.08,2172.84,TRANSFER,MD,utilities,atm,POS,EUR,False,192.168.43.148,0,,13,2,3,12,4,0,1,7.684250467916641,large,0,0
TXN_00007536,2025-12-03 13:16:21.017445,ACC_000356,PERSONAL,3506,92136.74,1106.46,PAYMENT,NJ,electronics,mobile_app,DESKTOP,USD,False,192.168.129.37,0,,13,2,3,12,4,0,1,7.009824383885553,large,0,1
TXN_00002793,2025-12-03 13:20:21.017445,ACC_000340,PERSONAL,2891,10562.07,104.58,PAYMENT,NJ,entertainment,phone,POS,USD,False,192.168.54.118,0,,13,2,3,12,4,0,1,4.65946895939547,small,0,1
TXN_00006552,2025-12-03 13:50:50.017445,ACC_000452,PERSONAL,1451,67075.73,0.66,WITHDRAWAL,NJ,restaurant,mobile_app,ATM,USD,False,192.168.187.93,0,,13,2,3,12,4,0,1,0.5068176023684519,micro,0,0
TXN_00004527,2025-12-03 14:01:28.017445,ACC_000193,PERSONAL,2744,16653.29,484.56,PAYMENT,OH,restaurant,phone,ATM,USD,False,192.168.223.191,0,,14,2,3,12,4,0,1,6.185302864029603,small,0,0
TXN_00000631,2025-12-03 14:03:10.017445,ACC_000353,PERSONAL,1339,58747.19,609.32,PURCHASE,MD,gambling,mobile_app,MOBILE,USD,False,192.168.113.107,0,,14,2,3,12,4,0,1,6.413983409781974,medium,1,0
TXN_00002634,2025-12-03 14:04:17.017445,ACC_000284,PERSONAL,3314,95825.54,27.92,DEPOSIT,CO,healthcare,online,POS,USD,False,192.168.229.166,0,,14,2,3,12,4,0,1,3.3645333972905638,micro,0,0
TXN_00000396,2025-12-03 14:13:52.017445,ACC_000301,PERSONAL,206,66019.49,115.83,TRANSFER,IN,restaurant,mobile_app,POS,USD,False,192.168.223.60,0,,14,2,3,12,4,0,1,4.760719886729057,small,0,0
TXN_00008450,2025-12-03 14:14:05.017445,ACC_000411,PERSONAL,64,13317.9,673.9,PAYMENT,CO,travel,mobile_app,MOBILE,USD,False,192.168.91.234,0,,14,2,3,12,4,0,1,6.514564531749361,medium,0,1
TXN_00007319,2025-12-03 14:21:48.017445,ACC_000475,PERSONAL,1190,81217.68,4.25,DEPOSIT,TN,travel,mobile_app,TABLET,USD,False,192.168.149.136,0,,14,2,3,12,4,0,1,1.6582280766035324,micro,0,1
TXN_00007459,2025-12-03 14:52:16.017445,ACC_000412,PERSONAL,3102,13318.6,1019.66,WITHDRAWAL,WA,retail,mobile_app,ATM,USD,False,192.168.81.223,0,,14,2,3,12,4,0,1,6.9282047558495465,large,0,0
TXN_00007355,2025-12-03 15:13:24.017445,ACC_000255,PERSONAL,2568,60153.3,201.15,TRANSFER,FL,grocery,branch,DESKTOP,USD,False,192.168.194.103,0,,15,2,3,12,4,0,1,5.30900999608678,small,0,0
TXN_00004720,2025-12-03 15:14:36.017445,ACC_000170,PERSONAL,2797,94263.88,19.42,DEPOSIT,NC,retail,atm,MOBILE,USD,False,192.168.205.225,0,,15,2,3,12,4,0,1,3.01651481273652,micro,0,0
TXN_00007886,2025-12-03 15:30:08.017445,ACC_000204,BUSINESS,922,75499.67,4868.37,DEPOSIT,IL,electronics,branch,DESKTOP,USD,False,192.168.169.150,1,OTHER_SUSPICIOUS,15,2,3,12,4,0,1,8.49071984425877,large,0,1
TXN_00001018,2025-12-03 15:36:26.017445,ACC_000430,BUSINESS,2260,75698.46,1074.67,WITHDRAWAL,FL,electronics,online,DESKTOP,EUR,False,192.168.94.140,0,,15,2,3,12,4,0,1,6.980699002232475,large,0,1
TXN_00006317,2025-12-03 16:07:07.017445,ACC_000026,BUSINESS,3445,98030.3,1664.66,TRANSFER,IL,education,online,DESKTOP,USD,False,192.168.158.35,0,,16,2,3,12,4,0,1,7.417976720266645,large,0,0
TXN_00005522,2025-12-03 16:21:17.017445,ACC_000337,BUSINESS,2678,0.0,1889.0,PAYMENT,WI,gambling,atm,TABLET,USD,False,192.168.190.14,1,OTHER_SUSPICIOUS,16,2,3,12,4,0,1,7.5443321080536885,large,1,0
TXN_00005520,2025-12-03 16:25:48.017445,ACC_000459,PERSONAL,2113,33818.42,1232.03,PAYMENT,NJ,entertainment,atm,DESKTOP,EUR,False,192.168.239.11,0,,16,2,3,12,4,0,1,7.117229833768596,large,0,1
TXN_00006904,2025-12-03 16:35:29.017445,ACC_000496,PERSONAL,751,21058.74,10.03,DEPOSIT,MD,utilities,atm,MOBILE,USD,False,192.168.102.79,0,,16,2,3,12,4,0,1,2.400618833265411,micro,0,0
TXN_00004615,2025-12-03 16:39:38.017445,ACC_000376,PERSONAL,2519,33713.75,46.64,DEPOSIT,CO,healthcare,mobile_app,MOBILE,EUR,False,192.168.246.18,0,,16,2,3,12,4,0,1,3.8636727444870993,micro,0,0
TXN_00009182,2025-12-03 17:00:51.017445,ACC_000373,JOINT,1352,59040.0,4.21,PAYMENT,MA,utilities,online,ATM,USD,False,192.168.241.80,0,,17,2,3,12,4,0,1,1.6505798557652755,micro,0,0
TXN_00002973,2025-12-03 17:19:25.017445,ACC_000406,BUSINESS,2942,1663.74,596.02,PAYMENT,MI,entertainment,online,DESKTOP,USD,False,192.168.157.211,1,OTHER_SUSPICIOUS,17,2,3,12,4,0,1,6.391950613668983,medium,0,1
TXN_00001599,2025-12-03 17:36:16.017445,ACC_000407,JOINT,1882,39837.79,9.12,PAYMENT,NJ,retail,phone,DESKTOP,USD,False,192.168.178.114,0,,17,2,3,12,4,0,1,2.3145136638593193,micro,0,0
TXN_00003791,2025-12-03 17:53:41.017445,ACC_000139,BUSINESS,1749,54372.93,3838.93,PURCHASE,CO,electronics,online,POS,EUR,False,192.168.28.86,0,,17,2,3,12,4,0,1,8.253209416248952,large,0,1
TXN_00006731,2025-12-03 17:54:32.017445,ACC_000264,PERSONAL,3260,29101.0,221.26,WITHDRAWAL,IN,retail,branch,POS,EUR,False,192.168.163.227,0,,17,2,3,12,4,0,1,5.4038478677575,small,0,0
TXN_00003837,2025-12-03 18:20:48.017445,ACC_000244,PERSONAL,1857,72842.94,101.49,PAYMENT,IL,entertainment,online,DESKTOP,USD,False,192.168.60.252,0,,18,2,3,12,4,0,0,4.6297652328434715,small,0,1
TXN_00009015,2025-12-03 18:29:35.017445,ACC_000253,PERSONAL,3635,16621.7,14.02,DEPOSIT,VA,restaurant,phone,DESKTOP,USD,False,192.168.252.220,0,,18,2,3,12,4,0,0,2.7093826463359885,micro,0,0
TXN_00001582,2025-12-03 19:11:40.017445,ACC_000420,PERSONAL,2411,62301.13,9.83,PAYMENT,CA,retail,atm,MOBILE,USD,False,192.168.127.113,0,,19,2,3,12,4,0,0,2.382320061012899,micro,0,0
TXN_00001035,2025-12-03 19:44:00.017445,ACC_000071,JOINT,468,53551.68,1.51,TRANSFER,PA,retail,atm,ATM,EUR,False,192.168.42.128,0,,19,2,3,12,4,0,0,0.9202827531436926,micro,0,0
TXN_00009165,2025-12-04 01:42:08.017445,ACC_000256,PERSONAL,2443,86821.44,8094.86,PAYMENT,CO,restaurant,atm,DESKTOP,EUR,True,192.168.75.1,0,,1,3,4,12,4,0,0,8.99910809888761,xlarge,0,0
TXN_00002464,2025-12-04 04:56:05.017445,ACC_000337,BUSINESS,2678,926.15,509.28,PAYMENT,WI,restaurant,branch,MOBILE,EUR,False,192.168.102.242,0,,4,3,4,12,4,0,0,6.234959594670089,medium,0,0
TXN_00000583,2025-12-04 09:10:01.017445,ACC_000348,PERSONAL,1723,7503.42,684.55,TRANSFER,OH,utilities,phone,MOBILE,USD,False,192.168.37.218,0,,9,3,4,12,4,0,1,6.530221435802664,medium,0,0
TXN_00008176,2025-12-04 09:22:05.017445,ACC_000500,PERSONAL,2080,38158.4,273.77,TRANSFER,MO,travel,online,ATM,USD,False,192.168.124.178,0,,9,3,4,12,4,0,1,5.615934384083006,small,0,1
TXN_00009303,2025-12-04 10:01:04.017445,ACC_000474,BUSINESS,2263,30502.37,171.74,PAYMENT,MO,healthcare,online,DESKTOP,EUR,False,192.168.108.36,0,,10,3,4,12,4,0,1,5.15178757385214,small,0,0
TXN_00000283,2025-12-04 10:01:48.017445,ACC_000301,PERSONAL,206,66119.13,16.19,TRANSFER,IN,utilities,online,MOBILE,EUR,False,192.168.173.211,0,,10,3,4,12,4,0,1,2.844327819394758,micro,0,0
TXN_00000453,2025-12-04 10:02:14.017445,ACC_000158,BUSINESS,2692,70154.76,778.96,DEPOSIT,OH,restaurant,mobile_app,MOBILE,EUR,False,192.168.102.253,0,,10,3,4,12,4,0,1,6.659242636317386,medium,0,0
TXN_00009360,2025-12-04 11:08:30.017445,ACC_000131,PERSONAL,1368,30648.22,1411.13,TRANSFER,MO,professional_services,online,MOBILE,USD,False,192.168.93.197,1,OTHER_SUSPICIOUS,11,3,4,12,4,0,1,7.252854481803859,large,0,0
TXN_00002574,2025-12-04 11:51:03.017445,ACC_000166,PERSONAL,160,19431.36,317.91,WITHDRAWAL,MD,utilities,online,DESKTOP,USD,False,192.168.191.19,0,,11,3,4,12,4,0,1,5.7649089313167785,small,0,0
TXN_00006625,2025-12-04 11:53:00.017445,ACC_000179,PERSONAL,1598,26493.58,1560.41,PURCHASE,MA,travel,atm,MOBILE,USD,True,192.168.19.127,0,,11,3,4,12,4,0,1,7.353344538174456,large,0,1
TXN_00002526,2025-12-04 12:01:18.017445,ACC_000075,JOINT,1119,20528.27,51.41,PURCHASE,VA,retail,mobile_app,POS,USD,False,192.168.250.68,0,,12,3,4,12,4,0,1,3.959097412814075,micro,0,0
TXN_00007458,2025-12-04 12:09:11.017445,ACC_000254,PERSONAL,909,32542.51,107.22,WITHDRAWAL,WI,grocery,online,MOBILE,USD,False,192.168.31.7,0,,12,3,4,12,4,0,1,4.684166192214589,small,0,0
TXN_00005666,2025-12-04 12:22:20.017445,ACC_000077,PERSONAL,2344,57460.82,330.06,TRANSFER,WI,grocery,branch,MOBILE,USD,False,192.168.98.173,0,,12,3,4,12,4,0,1,5.80229962783202,small,0,0
TXN_00001538,2025-12-04 12:26:38.017445,ACC_000426,PERSONAL,610,0.0,1682.07,PURCHASE,GA,travel,atm,DESKTOP,EUR,False,192.168.37.204,0,,12,3,4,12,4,0,1,7.4283747857204,large,0,1
TXN_00002606,2025-12-04 12:55:51.017445,ACC_000471,PERSONAL,2746,26548.16,441.08,DEPOSIT,CO,grocery,mobile_app,DESKTOP,USD,False,192.168.48.55,0,,12,3,4,12,4,0,1,6.091490861175107,small,0,0
TXN_00005655,2025-12-04 13:34:05.017445,ACC_000325,PERSONAL,680,80507.06,1975.8,TRANSFER,IL,restaurant,online,DESKTOP,USD,False,192.168.189.195,0,,13,3,4,12,4,0,1,7.5892346546744,large,0,0
TXN_00007598,2025-12-04 14:18:30.017445,ACC_000320,PERSONAL,367,69667.38,449.3,PURCHASE,NC,travel,mobile_app,DESKTOP,USD,False,192.168.120.213,0,,14,3,4,12,4,0,1,6.109914027307526,small,0,1
TXN_00004489,2025-12-04 14:23:57.017445,ACC_000437,PERSONAL,2624,18226.8,93.03,TRANSFER,MI,entertainment,online,DESKTOP,EUR,False,192.168.198.115,0,,14,3,4,12,4,0,1,4.543613880288985,micro,0,1
TXN_00008174,2025-12-04 14:50:30.017445,ACC_000037,PERSONAL,357,93391.01,40.72,PAYMENT,IL,retail,branch,DESKTOP,USD,False,192.168.162.9,0,,14,3,4,12,4,0,1,3.7309806301325716,micro,0,0
TXN_00004570,2025-12-04 14:51:09.017445,ACC_000067,PERSONAL,1063,35697.55,122.63,PAYMENT,VA,electronics,online,MOBILE,USD,False,192.168.58.169,0,,14,3,4,12,4,0,1,4.817293234018836,small,0,1
TXN_00005535,2025-12-04 14:53:12.017445,ACC_000398,PERSONAL,1218,92646.18,995.77,DEPOSIT,IN,healthcare,branch,TABLET,USD,False,192.168.127.141,0,,14,3,4,12,4,0,1,6.904520051272099,medium,0,0
TXN_00000599,2025-12-04 15:04:35.017445,ACC_000364,PERSONAL,1448,45994.99,17.46,TRANSFER,VA,restaurant,online,MOBILE,GBP,False,192.168.139.75,0,,15,3,4,12,4,0,1,2.9156062290747062,micro,0,0
TXN_00003760,2025-12-04 15:18:52.017445,ACC_000112,JOINT,2235,98698.22,221.35,WITHDRAWAL,NJ,restaurant,atm,TABLET,USD,False,192.168.152.32,0,,15,3,4,12,4,0,1,5.404252716956705,small,0,0
TXN_00000292,2025-12-04 15:29:05.017445,ACC_000019,PERSONAL,1735,11745.15,309.15,PAYMENT,OH,grocery,branch,DESKTOP,USD,False,192.168.81.65,0,,15,3,4,12,4,0,1,5.737056051419127,small,0,0
TXN_00006779,2025-12-04 16:07:31.017445,ACC_000375,PERSONAL,2829,90341.37,728.14,WITHDRAWAL,TN,restaurant,online,MOBILE,USD,False,192.168.241.136,0,,16,3,4,12,4,0,1,6.591865757466337,medium,0,0
TXN_00008877,2025-12-04 16:25:38.017445,ACC_000369,PERSONAL,1096,39734.27,980.75,WITHDRAWAL,PA,education,mobile_app,TABLET,USD,False,192.168.148.4,0,,16,3,4,12,4,0,1,6.889336693458119,medium,0,0
TXN_00003241,2025-12-04 17:04:21.017445,ACC_000209,PERSONAL,2247,56039.82,536.67,DEPOSIT,MA,retail,atm,MOBILE,USD,False,192.168.164.23,0,,17,3,4,12,4,0,1,6.287244989065904,medium,0,0
TXN_00004862,2025-12-04 17:24:36.017445,ACC_000106,PERSONAL,335,74575.36,43.41,PAYMENT,TN,restaurant,online,MOBILE,USD,False,192.168.171.45,0,,17,3,4,12,4,0,1,3.7934646693040106,micro,0,0
TXN_00008023,2025-12-04 17:56:05.017445,ACC_000121,PERSONAL,589,54039.31,5.23,DEPOSIT,WA,utilities,mobile_app,TABLET,USD,False,192.168.173.198,0,,17,3,4,12,4,0,1,1.8293763327993617,micro,0,0
TXN_00008876,2025-12-04 18:58:57.017445,ACC_000477,PERSONAL,1755,39323.28,915.85,DEPOSIT,NC,restaurant,atm,DESKTOP,USD,False,192.168.62.211,0,,18,3,4,12,4,0,0,6.8209438819951735,medium,0,0
TXN_00008390,2025-12-04 21:04:24.017445,ACC_000149,PERSONAL,1365,85236.59,1408.87,DEPOSIT,PA,automotive,mobile_app,DESKTOP,USD,False,192.168.134.13,1,OTHER_SUSPICIOUS,21,3,4,12,4,0,0,7.251252780540103,large,0,1
TXN_00008005,2025-12-04 22:27:48.017445,ACC_000288,BUSINESS,620,98952.84,2244.28,PAYMENT,CA,restaurant,mobile_app,ATM,USD,False,192.168.180.196,0,,22,3,4,12,4,0,0,7.716585514002825,large,0,0
TXN_00000167,2025-12-05 00:56:06.017445,ACC_000395,PERSONAL,2951,64842.47,16.3,DEPOSIT,WI,restaurant,branch,MOBILE,USD,False,192.168.200.109,0,,0,4,5,12,4,0,0,2.8507065015037334,micro,0,0
TXN_00006214,2025-12-05 03:58:24.017445,ACC_000211,PERSONAL,3645,8290.62,26.26,PAYMENT,NJ,retail,atm,POS,USD,False,192.168.245.26,0,,3,4,5,12,4,0,0,3.3054204262683866,micro,0,0
TXN_00004769,2025-12-05 09:05:31.017445,ACC_000194,BUSINESS,2177,18926.51,1556.65,WITHDRAWAL,FL,travel,online,DESKTOP,USD,True,192.168.7.126,0,,9,4,5,12,4,0,1,7.350933554210468,large,0,1
TXN_00004086,2025-12-05 09:06:32.017445,ACC_000270,JOINT,2959,39361.16,535.04,TRANSFER,PA,entertainment,mobile_app,MOBILE,EUR,False,192.168.102.203,0,,9,4,5,12,4,0,1,6.284208785152027,medium,0,1
TXN_00003460,2025-12-05 09:10:00.017445,ACC_000258,BUSINESS,1715,45429.29,2271.4,DEPOSIT,WI,travel,phone,TABLET,USD,False,192.168.102.214,0,,9,4,5,12,4,0,1,7.728591820682972,large,0,1
TXN_00003185,2025-12-05 09:13:51.017445,ACC_000108,PERSONAL,183,52057.96,6.83,DEPOSIT,MO,grocery,mobile_app,MOBILE,USD,False,192.168.192.51,0,,9,4,5,12,4,0,1,2.057962510002712,micro,0,0
TXN_00009991,2025-12-05 09:15:18.017445,ACC_000356,PERSONAL,3506,90578.04,452.24,DEPOSIT,NJ,restaurant,online,DESKTOP,USD,False,192.168.32.143,0,,9,4,5,12,4,0,1,6.116421786512366,small,0,0
TXN_00009185,2025-12-05 09:21:44.017445,ACC_000119,PERSONAL,2401,66702.22,4802.94,WITHDRAWAL,WA,professional_services,branch,DESKTOP,GBP,False,192.168.244.72,0,,9,4,5,12,4,0,1,8.477191693529871,large,0,0
TXN_00004911,2025-12-05 09:22:46.017445,ACC_000068,PERSONAL,2159,28563.03,113.82,DEPOSIT,IN,grocery,atm,ATM,USD,False,192.168.67.142,0,,9,4,5,12,4,0,1,4.743365684739491,small,0,0
TXN_00004904,2025-12-05 09:35:02.017445,ACC_000171,BUSINESS,1443,53382.39,636.9,DEPOSIT,IL,entertainment,online,MOBILE,USD,False,192.168.34.224,0,,9,4,5,12,4,0,1,6.458181531247909,medium,0,1
TXN_00004075,2025-12-05 09:39:39.017445,ACC_000057,PERSONAL,51,11443.98,0.42,TRANSFER,NY,gambling,atm,MOBILE,USD,False,192.168.85.34,1,OTHER_SUSPICIOUS,9,4,5,12,4,0,1,0.3506568716131694,micro,1,0
TXN_00007600,2025-12-05 10:13:23.017445,ACC_000328,PERSONAL,2188,64229.04,970.6,TRANSFER,CO,entertainment,atm,DESKTOP,USD,False,192.168.4.10,0,,10,4,5,12,4,0,1,6.878944197128018,medium,0,1
TXN_00000807,2025-12-05 10:21:14.017445,ACC_000101,PERSONAL,1313,60388.15,663.55,TRANSFER,WI,restaurant,mobile_app,ATM,USD,False,192.168.98.146,0,,10,4,5,12,4,0,1,6.499110119867342,medium,0,0
TXN_00005772,2025-12-05 10:25:56.017445,ACC_000200,PERSONAL,406,37277.91,131.0,DEPOSIT,PA,grocery,atm,MOBILE,USD,False,192.168.156.23,0,,10,4,5,12,4,0,1,4.882801922586371,small,0,0
TXN_00009963,2025-12-05 10:42:03.017445,ACC_000027,PERSONAL,981,60445.78,9187.6,DEPOSIT,TX,money_transfer,branch,POS,USD,False,192.168.29.32,0,,10,4,5,12,4,0,1,9.125718864245437,xlarge,1,0
TXN_00009871,2025-12-05 10:57:32.017445,ACC_000224,BUSINESS,1675,69144.21,480.12,WITHDRAWAL,NY,utilities,mobile_app,DESKTOP,USD,False,192.168.132.88,0,,10,4,5,12,4,0,1,6.176116719240219,small,0,0
TXN_00006776,2025-12-05 11:14:42.017445,ACC_000212,PERSONAL,2890,46255.58,185.37,PAYMENT,TN,healthcare,atm,DESKTOP,USD,False,192.168.198.118,0,,11,4,5,12,4,0,1,5.227733945092574,small,0,0
TXN_00004423,2025-12-05 12:47:11.017445,ACC_000409,PERSONAL,465,62815.87,132.81,PURCHASE,IL,automotive,online,DESKTOP,USD,False,192.168.177.240,0,,12,4,5,12,4,0,1,4.896420883316898,small,0,1
TXN_00002593,2025-12-05 13:19:09.017445,ACC_000245,PERSONAL,2325,59054.48,15.05,DEPOSIT,TX,retail,phone,DESKTOP,USD,True,192.168.252.33,0,,13,4,5,12,4,0,1,2.775708849576025,micro,0,0
TXN_00001151,2025-12-05 13:22:20.017445,ACC_000122,PERSONAL,3527,68817.14,2.64,TRANSFER,IN,restaurant,atm,DESKTOP,USD,False,192.168.43.163,0,,13,4,5,12,4,0,1,1.2919836816486494,micro,0,0
TXN_00001398,2025-12-05 13:22:35.017445,ACC_000390,JOINT,732,52397.95,8.34,TRANSFER,IN,restaurant,atm,MOBILE,USD,False,192.168.123.150,0,,13,4,5,12,4,0,1,2.234306252240751,micro,0,0
TXN_00007986,2025-12-05 13:28:42.017445,ACC_000331,BUSINESS,597,41983.72,505.05,WITHDRAWAL,MD,entertainment,mobile_app,MOBILE,USD,False,192.168.55.6,0,,13,4,5,12,4,0,1,6.22663547863491,medium,0,1
TXN_00000079,2025-12-05 13:48:54.017445,ACC_000475,PERSONAL,1190,81124.69,88.74,WITHDRAWAL,TN,retail,atm,MOBILE,USD,False,192.168.61.43,0,,13,4,5,12,4,0,1,4.496916600547837,micro,0,0
TXN_00004566,2025-12-05 14:08:20.017445,ACC_000132,BUSINESS,2044,17824.48,3489.18,DEPOSIT,WI,electronics,mobile_app,MOBILE,USD,False,192.168.169.139,0,,14,4,5,12,4,0,1,8.157708589797712,large,0,1
TXN_00000977,2025-12-05 14:13:27.017445,ACC_000204,BUSINESS,922,72071.36,1440.06,PAYMENT,IL,entertainment,mobile_app,MOBILE,USD,False,192.168.212.55,0,,14,4,5,12,4,0,1,7.2731342328842565,large,0,1
TXN_00009721,2025-12-05 14:24:35.017445,ACC_000427,PERSONAL,83,36355.73,2110.13,PAYMENT,GA,grocery,phone,DESKTOP,EUR,False,192.168.227.38,0,,14,4,5,12,4,0,1,7.654978628140752,large,0,0
TXN_00004378,2025-12-05 14:45:49.017445,ACC_000062,PERSONAL,2948,33985.08,588.67,DEPOSIT,TX,retail,online,DESKTOP,USD,False,192.168.156.166,0,,14,4,5,12,4,0,1,6.379563058386947,medium,0,0
TXN_00009205,2025-12-05 14:47:19.017445,ACC_000064,PERSONAL,2262,74074.24,776.9,DEPOSIT,TN,restaurant,mobile_app,MOBILE,USD,True,192.168.36.171,0,,14,4,5,12,4,0,1,6.6565979812127285,medium,0,0
TXN_00008072,2025-12-05 14:52:56.017445,ACC_000349,JOINT,299,96212.92,93.09,TRANSFER,MI,retail,mobile_app,MOBILE,USD,False,192.168.125.231,0,,14,4,5,12,4,0,1,4.544251771018675,micro,0,0
